won,shots,shots_against,goals,goals_against,takeaways,takeaways_against,hits,hits_against,blocked_shots,blocked_shots_against,giveaways,giveaways_against,missed_shots,missed_shots_against,penalities,penalities_against,won_faceoffs,lost_faceoffs,hoa_away,hoa_home
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,1,0
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0
1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0
1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
